size_bytes,filename,filepath,is_empty,wav_readable,scan_status,recorder_id,start_dt,date,month,birdnet_week48,session,file_id,min_to_sunrise,min_to_sunset,solar_slot,duration_s,samplerate,channels,format,subtype,end_dt,birdnet_status,perch_status,updated_at,last_error
1381440865,2453AC0263FBD00C_20250420_203505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250420_203505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-20 20:35:05,2025-04-20,4.0,15.0,evening,2453AC0263FBD00C_20250420_203505,,-2.4,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-20 22:35:00.000000,pending,pending,2026-01-05 13:58:58.662313,
1382400864,2453AC0263FBD00C_20250421_053000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250421_053000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-21 05:30:00,2025-04-21,4.0,15.0,morning,2453AC0263FBD00C_20250421_053000,-55.0,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-21 07:30:00.000000,pending,pending,2026-01-05 13:58:58.682555,
690240864,2453AC0263FBD00C_20250421_073005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250421_073005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-21 07:30:05,2025-04-21,4.0,15.0,morning,2453AC0263FBD00C_20250421_073005,65.1,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-21 08:30:00.000000,pending,pending,2026-01-05 13:58:58.699565,
1382400865,2453AC0263FBD00C_20250421_183500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250421_183500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-21 18:35:00,2025-04-21,4.0,15.0,evening,2453AC0263FBD00C_20250421_183500,,-124.2,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-21 20:35:00.000000,pending,pending,2026-01-05 13:58:58.713989,
1381440865,2453AC0263FBD00C_20250421_203505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250421_203505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-21 20:35:05,2025-04-21,4.0,15.0,evening,2453AC0263FBD00C_20250421_203505,,-4.1,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-21 22:35:00.000000,pending,pending,2026-01-05 13:58:58.734177,
1382208865,2453AC0263FBD00C_20250422_052501.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250422_052501.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-22 05:25:01,2025-04-22,4.0,16.0,morning,2453AC0263FBD00C_20250422_052501,-57.9,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-04-22 07:25:00.000000,pending,pending,2026-01-05 13:58:58.760997,
690240865,2453AC0263FBD00C_20250422_072505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250422_072505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-22 07:25:05,2025-04-22,4.0,16.0,morning,2453AC0263FBD00C_20250422_072505,62.1,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-22 08:25:00.000000,pending,pending,2026-01-05 13:58:58.783644,
1382400865,2453AC0263FBD00C_20250422_184000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250422_184000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-22 18:40:00,2025-04-22,4.0,16.0,evening,2453AC0263FBD00C_20250422_184000,,-120.8,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-22 20:40:00.000000,pending,pending,2026-01-05 13:58:58.799418,
1381440865,2453AC0263FBD00C_20250422_204005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250422_204005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-22 20:40:05,2025-04-22,4.0,16.0,evening,2453AC0263FBD00C_20250422_204005,,-0.8,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-22 22:40:00.000000,pending,pending,2026-01-05 13:58:58.817470,
1382400865,2453AC0263FBD00C_20250423_052500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250423_052500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-23 05:25:00,2025-04-23,4.0,16.0,morning,2453AC0263FBD00C_20250423_052500,-55.9,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-23 07:25:00.000000,pending,pending,2026-01-05 13:58:58.840933,
690240865,2453AC0263FBD00C_20250423_072505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250423_072505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-23 07:25:05,2025-04-23,4.0,16.0,morning,2453AC0263FBD00C_20250423_072505,64.2,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-23 08:25:00.000000,pending,pending,2026-01-05 13:58:58.859352,
1382400865,2453AC0263FBD00C_20250423_184000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250423_184000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-23 18:40:00,2025-04-23,4.0,16.0,evening,2453AC0263FBD00C_20250423_184000,,-122.5,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-23 20:40:00.000000,pending,pending,2026-01-05 13:58:58.878177,
1381440865,2453AC0263FBD00C_20250423_204005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250423_204005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-23 20:40:05,2025-04-23,4.0,16.0,evening,2453AC0263FBD00C_20250423_204005,,-2.4,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-23 22:40:00.000000,pending,pending,2026-01-05 13:58:58.897857,
1382400865,2453AC0263FBD00C_20250424_052500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-24 05:25:00,2025-04-24,4.0,16.0,morning,2453AC0263FBD00C_20250424_052500,-53.9,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-24 07:25:00.000000,pending,pending,2026-01-05 13:58:58.916833,
690240865,2453AC0263FBD00C_20250424_072505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_072505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-24 07:25:05,2025-04-24,4.0,16.0,morning,2453AC0263FBD00C_20250424_072505,66.2,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-24 08:25:00.000000,pending,pending,2026-01-05 13:58:58.937984,
1382400865,2453AC0263FBD00C_20250424_184000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_184000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-24 18:40:00,2025-04-24,4.0,16.0,evening,2453AC0263FBD00C_20250424_184000,,-124.1,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-24 20:40:00.000000,pending,pending,2026-01-05 13:58:58.950283,
1381440865,2453AC0263FBD00C_20250424_204005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_204005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-24 20:40:05,2025-04-24,4.0,16.0,evening,2453AC0263FBD00C_20250424_204005,,-4.1,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-24 22:40:00.000000,pending,pending,2026-01-05 13:58:58.970591,
1382208864,2453AC0263FBD00C_20250425_052001.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250425_052001.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-25 05:20:01,2025-04-25,4.0,16.0,morning,2453AC0263FBD00C_20250425_052001,-56.9,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-04-25 07:20:00.000000,pending,pending,2026-01-05 13:58:58.999649,
690240865,2453AC0263FBD00C_20250425_072005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250425_072005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-25 07:20:05,2025-04-25,4.0,16.0,morning,2453AC0263FBD00C_20250425_072005,63.2,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-25 08:20:00.000000,pending,pending,2026-01-05 13:58:59.020148,
1382400865,2453AC0263FBD00C_20250425_184500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250425_184500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-25 18:45:00,2025-04-25,4.0,16.0,evening,2453AC0263FBD00C_20250425_184500,,-120.8,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-25 20:45:00.000000,pending,pending,2026-01-05 13:58:59.034822,
1381440865,2453AC0263FBD00C_20250425_204505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250425_204505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-25 20:45:05,2025-04-25,4.0,16.0,evening,2453AC0263FBD00C_20250425_204505,,-0.7,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-25 22:45:00.000000,pending,pending,2026-01-05 13:58:59.056940,
1382208864,2453AC0263FBD00C_20250426_052001.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250426_052001.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-26 05:20:01,2025-04-26,4.0,16.0,morning,2453AC0263FBD00C_20250426_052001,-54.9,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-04-26 07:20:00.000000,pending,pending,2026-01-05 13:58:59.063765,
690240864,2453AC0263FBD00C_20250426_072005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250426_072005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-26 07:20:05,2025-04-26,4.0,16.0,morning,2453AC0263FBD00C_20250426_072005,65.1,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-26 08:20:00.000000,pending,pending,2026-01-05 13:58:59.091110,
1382400865,2453AC0263FBD00C_20250426_184500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250426_184500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-26 18:45:00,2025-04-26,4.0,16.0,evening,2453AC0263FBD00C_20250426_184500,,-122.4,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-26 20:45:00.000000,pending,pending,2026-01-05 13:58:59.114455,
1381440865,2453AC0263FBD00C_20250426_204505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250426_204505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-26 20:45:05,2025-04-26,4.0,16.0,evening,2453AC0263FBD00C_20250426_204505,,-2.4,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-26 22:45:00.000000,pending,pending,2026-01-05 13:58:59.134938,
1382400864,2453AC0263FBD00C_20250427_052000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250427_052000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-27 05:20:00,2025-04-27,4.0,16.0,morning,2453AC0263FBD00C_20250427_052000,-53.0,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-27 07:20:00.000000,pending,pending,2026-01-05 13:58:59.150538,
690240864,2453AC0263FBD00C_20250427_072005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250427_072005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-27 07:20:05,2025-04-27,4.0,16.0,morning,2453AC0263FBD00C_20250427_072005,67.1,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-27 08:20:00.000000,pending,pending,2026-01-05 13:58:59.173325,
1382400865,2453AC0263FBD00C_20250427_184500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250427_184500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-27 18:45:00,2025-04-27,4.0,16.0,evening,2453AC0263FBD00C_20250427_184500,,-124.1,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-27 20:45:00.000000,pending,pending,2026-01-05 13:58:59.195189,
1381440865,2453AC0263FBD00C_20250427_204505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250427_204505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-27 20:45:05,2025-04-27,4.0,16.0,evening,2453AC0263FBD00C_20250427_204505,,-4.0,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-27 22:45:00.000000,pending,pending,2026-01-05 13:58:59.216061,
1382400864,2453AC0263FBD00C_20250428_051500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250428_051500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-28 05:15:00,2025-04-28,4.0,16.0,morning,2453AC0263FBD00C_20250428_051500,-56.1,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-28 07:15:00.000000,pending,pending,2026-01-05 13:58:59.239823,
690240864,2453AC0263FBD00C_20250428_071505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250428_071505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-28 07:15:05,2025-04-28,4.0,16.0,morning,2453AC0263FBD00C_20250428_071505,64.0,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-28 08:15:00.000000,pending,pending,2026-01-05 13:58:59.260334,
1382400865,2453AC0263FBD00C_20250428_185000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250428_185000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-28 18:50:00,2025-04-28,4.0,16.0,evening,2453AC0263FBD00C_20250428_185000,,-120.7,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-28 20:50:00.000000,pending,pending,2026-01-05 13:58:59.279912,
1381440865,2453AC0263FBD00C_20250428_205005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250428_205005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-28 20:50:05,2025-04-28,4.0,16.0,evening,2453AC0263FBD00C_20250428_205005,,-0.6,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-28 22:50:00.000000,pending,pending,2026-01-05 13:58:59.299418,
1382400864,2453AC0263FBD00C_20250429_051500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250429_051500.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-29 05:15:00,2025-04-29,4.0,16.0,morning,2453AC0263FBD00C_20250429_051500,-54.1,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-29 07:15:00.000000,pending,pending,2026-01-05 13:58:59.322932,
690240864,2453AC0263FBD00C_20250429_071505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250429_071505.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-29 07:15:05,2025-04-29,4.0,16.0,morning,2453AC0263FBD00C_20250429_071505,65.9,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-29 08:15:00.000000,pending,pending,2026-01-05 13:58:59.342129,
1382400865,2453AC0263FBD00C_20250429_185000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250429_185000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-29 18:50:00,2025-04-29,4.0,16.0,evening,2453AC0263FBD00C_20250429_185000,,-122.3,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-29 20:50:00.000000,pending,pending,2026-01-05 13:58:59.359538,
1381440865,2453AC0263FBD00C_20250429_205005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250429_205005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-29 20:50:05,2025-04-29,4.0,16.0,evening,2453AC0263FBD00C_20250429_205005,,-2.3,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-29 22:50:00.000000,pending,pending,2026-01-05 13:58:59.376857,
1382400864,2453AC0263FBD00C_20250430_051000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250430_051000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-30 05:10:00,2025-04-30,4.0,16.0,morning,2453AC0263FBD00C_20250430_051000,-57.3,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-30 07:10:00.000000,pending,pending,2026-01-05 13:58:59.394042,
690240865,2453AC0263FBD00C_20250430_071005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250430_071005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-30 07:10:05,2025-04-30,4.0,16.0,morning,2453AC0263FBD00C_20250430_071005,62.8,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-04-30 08:10:00.000000,pending,pending,2026-01-05 13:58:59.410157,
1382400865,2453AC0263FBD00C_20250430_185000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250430_185000.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-30 18:50:00,2025-04-30,4.0,16.0,evening,2453AC0263FBD00C_20250430_185000,,-124.0,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-04-30 20:50:00.000000,pending,pending,2026-01-05 13:58:59.430938,
1381440865,2453AC0263FBD00C_20250430_205005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250430_205005.WAV,False,True,scanned,2453AC0263FBD00C,2025-04-30 20:50:05,2025-04-30,4.0,16.0,evening,2453AC0263FBD00C_20250430_205005,,-3.9,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-04-30 22:50:00.000000,pending,pending,2026-01-05 13:58:59.449692,
1382400864,2453AC0263FBD00C_20250501_051000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250501_051000.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-01 05:10:00,2025-05-01,5.0,17.0,morning,2453AC0263FBD00C_20250501_051000,-55.4,,sunrise_-60,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-01 07:10:00.000000,pending,pending,2026-01-05 13:58:59.470910,
690240865,2453AC0263FBD00C_20250501_071005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250501_071005.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-01 07:10:05,2025-05-01,5.0,17.0,morning,2453AC0263FBD00C_20250501_071005,64.7,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-01 08:10:00.000000,pending,pending,2026-01-05 13:58:59.493007,
1382400865,2453AC0263FBD00C_20250501_185500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250501_185500.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-01 18:55:00,2025-05-01,5.0,17.0,evening,2453AC0263FBD00C_20250501_185500,,-120.6,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-01 20:55:00.000000,pending,pending,2026-01-05 13:58:59.515690,
1381440865,2453AC0263FBD00C_20250501_205505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250501_205505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-01 20:55:05,2025-05-01,5.0,17.0,evening,2453AC0263FBD00C_20250501_205505,,-0.5,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-05-01 22:55:00.000000,pending,pending,2026-01-05 13:58:59.535687,
1382208865,2453AC0263FBD00C_20250502_050501.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250502_050501.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-02 05:05:01,2025-05-02,5.0,17.0,morning,2453AC0263FBD00C_20250502_050501,-58.5,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-05-02 07:05:00.000000,pending,pending,2026-01-05 13:58:59.554807,
690240865,2453AC0263FBD00C_20250502_070505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250502_070505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-02 07:05:05,2025-05-02,5.0,17.0,morning,2453AC0263FBD00C_20250502_070505,61.5,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-02 08:05:00.000000,pending,pending,2026-01-05 13:58:59.572182,
1382400865,2453AC0263FBD00C_20250502_185500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250502_185500.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-02 18:55:00,2025-05-02,5.0,17.0,evening,2453AC0263FBD00C_20250502_185500,,-122.2,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-02 20:55:00.000000,pending,pending,2026-01-05 13:58:59.590318,
1381440865,2453AC0263FBD00C_20250502_205505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250502_205505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-02 20:55:05,2025-05-02,5.0,17.0,evening,2453AC0263FBD00C_20250502_205505,,-2.1,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-05-02 22:55:00.000000,pending,pending,2026-01-05 13:58:59.608481,
1382208865,2453AC0263FBD00C_20250503_050501.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250503_050501.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-03 05:05:01,2025-05-03,5.0,17.0,morning,2453AC0263FBD00C_20250503_050501,-56.7,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-05-03 07:05:00.000000,pending,pending,2026-01-05 13:58:59.626294,
690240865,2453AC0263FBD00C_20250503_070505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250503_070505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-03 07:05:05,2025-05-03,5.0,17.0,morning,2453AC0263FBD00C_20250503_070505,63.4,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-03 08:05:00.000000,pending,pending,2026-01-05 13:58:59.640105,
1382400865,2453AC0263FBD00C_20250503_185500.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250503_185500.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-03 18:55:00,2025-05-03,5.0,17.0,evening,2453AC0263FBD00C_20250503_185500,,-123.8,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-03 20:55:00.000000,pending,pending,2026-01-05 13:58:59.654213,
1381440865,2453AC0263FBD00C_20250503_205505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250503_205505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-03 20:55:05,2025-05-03,5.0,17.0,evening,2453AC0263FBD00C_20250503_205505,,-3.8,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-05-03 22:55:00.000000,pending,pending,2026-01-05 13:58:59.675078,
1382208864,2453AC0263FBD00C_20250504_050501.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250504_050501.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-04 05:05:01,2025-05-04,5.0,17.0,morning,2453AC0263FBD00C_20250504_050501,-54.9,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-05-04 07:05:00.000000,pending,pending,2026-01-05 13:58:59.696636,
690240864,2453AC0263FBD00C_20250504_070505.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250504_070505.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-04 07:05:05,2025-05-04,5.0,17.0,morning,2453AC0263FBD00C_20250504_070505,65.2,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-04 08:05:00.000000,pending,pending,2026-01-05 13:58:59.717885,
1382400865,2453AC0263FBD00C_20250504_190000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250504_190000.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-04 19:00:00,2025-05-04,5.0,17.0,evening,2453AC0263FBD00C_20250504_190000,,-120.4,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-04 21:00:00.000000,pending,pending,2026-01-05 13:58:59.739729,
1381440865,2453AC0263FBD00C_20250504_210005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250504_210005.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-04 21:00:05,2025-05-04,5.0,17.0,evening,2453AC0263FBD00C_20250504_210005,,-0.4,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-05-04 23:00:00.000000,pending,pending,2026-01-05 13:58:59.765454,
1382208864,2453AC0263FBD00C_20250505_050001.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250505_050001.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-05 05:00:01,2025-05-05,5.0,17.0,morning,2453AC0263FBD00C_20250505_050001,-58.1,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-05-05 07:00:00.000000,pending,pending,2026-01-05 13:58:59.784410,
690240864,2453AC0263FBD00C_20250505_070005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250505_070005.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-05 07:00:05,2025-05-05,5.0,17.0,morning,2453AC0263FBD00C_20250505_070005,61.9,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-05 08:00:00.000000,pending,pending,2026-01-05 13:58:59.804440,
1382400865,2453AC0263FBD00C_20250505_190000.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250505_190000.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-05 19:00:00,2025-05-05,5.0,17.0,evening,2453AC0263FBD00C_20250505_190000,,-122.0,sunset_-120,7200.0,96000.0,1.0,WAV,PCM_16,2025-05-05 21:00:00.000000,pending,pending,2026-01-05 13:58:59.817755,
1381440865,2453AC0263FBD00C_20250505_210005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250505_210005.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-05 21:00:05,2025-05-05,5.0,17.0,evening,2453AC0263FBD00C_20250505_210005,,-2.0,sunset_0,7195.0,96000.0,1.0,WAV,PCM_16,2025-05-05 23:00:00.000000,pending,pending,2026-01-05 13:58:59.852346,
1382208864,2453AC0263FBD00C_20250506_050001.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250506_050001.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-06 05:00:01,2025-05-06,5.0,17.0,morning,2453AC0263FBD00C_20250506_050001,-56.4,,sunrise_-60,7199.0,96000.0,1.0,WAV,PCM_16,2025-05-06 07:00:00.000000,pending,pending,2026-01-05 13:58:59.866347,
690240864,2453AC0263FBD00C_20250506_070005.WAV,D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250506_070005.WAV,False,True,scanned,2453AC0263FBD00C,2025-05-06 07:00:05,2025-05-06,5.0,17.0,morning,2453AC0263FBD00C_20250506_070005,63.7,,sunrise_60,3595.0,96000.0,1.0,WAV,PCM_16,2025-05-06 08:00:00.000000,pending,pending,2026-01-05 13:58:59.895290,
