input,start_time,end_time,species_name,confidence
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:14:45.00","00:14:48.00","Regulus ignicapilla_Common Firecrest",0.187587
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:14:49.00","00:14:52.00","Regulus ignicapilla_Common Firecrest",0.129610
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:14:50.00","00:14:53.00","Parus monticolus_Green-backed Tit",0.114324
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:14:55.00","00:14:58.00","Muscicapa dauurica_Asian Brown Flycatcher",0.108171
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:14:57.00","00:15:00.00","Phylloscopus sibilatrix_Wood Warbler",0.107704
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:01.00","00:15:04.00","Palmeria dolei_Akohekohe",0.156856
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:14.00","00:15:17.00","Himatione sanguinea_Apapane",0.153520
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:16.00","00:15:19.00","Myiothlypis luteoviridis_Citrine Warbler",0.102727
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:21.00","00:15:24.00","Pseudonestor xanthophrys_Maui Parrotbill",0.109500
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:22.00","00:15:25.00","Turdus philomelos_Song Thrush",0.121792
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:23.00","00:15:26.00","Erithacus rubecula_European Robin",0.126302
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:29.00","00:15:32.00","Myadestes occidentalis_Brown-backed Solitaire",0.155767
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:30.00","00:15:33.00","Ficedula albicollis_Collared Flycatcher",0.183666
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:50.00","00:15:53.00","Arremon assimilis_Gray-browed Brushfinch",0.102982
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:15:55.00","00:15:58.00","Cinnyris chloropygius_Olive-bellied Sunbird",0.167937
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:00.00","00:16:03.00","Muscicapa dauurica_Asian Brown Flycatcher",0.166137
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:05.00","00:16:08.00","Certhia americana_Brown Creeper",0.226186
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:11.00","00:16:14.00","Ficedula albicollis_Collared Flycatcher",0.326493
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:13.00","00:16:16.00","Ficedula albicollis_Collared Flycatcher",0.397437
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:14.00","00:16:17.00","Ficedula albicollis_Collared Flycatcher",0.258360
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:20.00","00:16:23.00","Turdus falcklandii_Austral Thrush",0.188195
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:20.00","00:16:23.00","Turdus philomelos_Song Thrush",0.170578
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:21.00","00:16:24.00","Turdus philomelos_Song Thrush",0.158810
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:23.00","00:16:26.00","Cyanoptila cyanomelana_Blue-and-white Flycatcher",0.149614
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:26.00","00:16:29.00","Palmeria dolei_Akohekohe",0.102866
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:30.00","00:16:33.00","Ficedula albicollis_Collared Flycatcher",0.231978
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:34.00","00:16:37.00","Muscicapa dauurica_Asian Brown Flycatcher",0.156646
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:38.00","00:16:41.00","Piranga rubra_Summer Tanager",0.214637
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:39.00","00:16:42.00","Certhia familiaris_Eurasian Treecreeper",0.115106
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:49.00","00:16:52.00","Tetrao urogallus_Western Capercaillie",0.249669
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:50.00","00:16:53.00","Cyanoptila cyanomelana_Blue-and-white Flycatcher",0.102216
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:52.00","00:16:55.00","Pellorneum tickelli_Buff-breasted Babbler",0.367055
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:53.00","00:16:56.00","Pellorneum tickelli_Buff-breasted Babbler",0.297470
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:54.00","00:16:57.00","Vireo huttoni_Hutton's Vireo",0.127902
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:54.00","00:16:57.00","Pellorneum tickelli_Buff-breasted Babbler",0.104201
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:58.00","00:17:01.00","Certhia familiaris_Eurasian Treecreeper",0.120215
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:16:59.00","00:17:02.00","Himatione sanguinea_Apapane",0.312043
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:00.00","00:17:03.00","Himatione sanguinea_Apapane",0.450281
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:02.00","00:17:05.00","Himatione sanguinea_Apapane",0.256045
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:03.00","00:17:06.00","Myadestes occidentalis_Brown-backed Solitaire",0.517571
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:06.00","00:17:09.00","Phoenicurus phoenicurus_Common Redstart",0.193106
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:19.00","00:17:22.00","Cyanoptila cyanomelana_Blue-and-white Flycatcher",0.171359
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:20.00","00:17:23.00","Sitta europaea_Eurasian Nuthatch",0.104291
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:22.00","00:17:25.00","Sitta europaea_Eurasian Nuthatch",0.120919
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:24.00","00:17:27.00","Certhia familiaris_Eurasian Treecreeper",0.103126
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:25.00","00:17:28.00","Certhia familiaris_Eurasian Treecreeper",0.199727
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:26.00","00:17:29.00","Certhia familiaris_Eurasian Treecreeper",0.246901
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:26.00","00:17:29.00","Scolopax rusticola_Eurasian Woodcock",0.112995
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:28.00","00:17:31.00","Muscicapa dauurica_Asian Brown Flycatcher",0.184754
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:31.00","00:17:34.00","Cyanoptila cyanomelana_Blue-and-white Flycatcher",0.126014
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:32.00","00:17:35.00","Muscicapa dauurica_Asian Brown Flycatcher",0.118878
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:41.00","00:17:44.00","Myadestes occidentalis_Brown-backed Solitaire",0.291288
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:42.00","00:17:45.00","Myadestes occidentalis_Brown-backed Solitaire",0.337483
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:43.00","00:17:46.00","Myadestes occidentalis_Brown-backed Solitaire",0.351094
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:44.00","00:17:47.00","Myadestes occidentalis_Brown-backed Solitaire",0.242445
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:45.00","00:17:48.00","Ficedula albicollis_Collared Flycatcher",0.106512
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:47.00","00:17:50.00","Tetrao urogallus_Western Capercaillie",0.304664
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:48.00","00:17:51.00","Loxops mana_Hawaii Creeper",0.200276
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:48.00","00:17:51.00","Sylvia atricapilla_Eurasian Blackcap",0.106371
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:49.00","00:17:52.00","Himatione sanguinea_Apapane",0.115821
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:51.00","00:17:54.00","Phylloscopus magnirostris_Large-billed Leaf Warbler",0.168000
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:51.00","00:17:54.00","Turdus serranus_Glossy-black Thrush",0.131353
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:52.00","00:17:55.00","Certhia brachydactyla_Short-toed Treecreeper",0.324742
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:53.00","00:17:56.00","Copsychus albospecularis_Madagascar Magpie-Robin",0.146402
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:17:59.00","00:18:02.00","Muscicapa dauurica_Asian Brown Flycatcher",0.118908
