input,start_time,end_time,species_name,confidence
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:22.00","00:01:25.00","Haliaeetus leucocephalus_Bald Eagle",0.213612
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:23.00","00:01:26.00","Scolopax rusticola_Eurasian Woodcock",0.169427
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:23.00","00:01:26.00","Erithacus rubecula_European Robin",0.114169
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:23.00","00:01:26.00","Haliaeetus leucocephalus_Bald Eagle",0.108989
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:23.00","00:01:26.00","Turdus philomelos_Song Thrush",0.107458
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:24.00","00:01:27.00","Turdus philomelos_Song Thrush",0.268791
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:24.00","00:01:27.00","Scolopax rusticola_Eurasian Woodcock",0.126952
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:25.00","00:01:28.00","Erithacus rubecula_European Robin",0.402581
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:25.00","00:01:28.00","Turdus philomelos_Song Thrush",0.153645
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:26.00","00:01:29.00","Erithacus rubecula_European Robin",0.401352
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:26.00","00:01:29.00","Caprimulgus europaeus_Eurasian Nightjar",0.212942
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:26.00","00:01:29.00","Tetrastes bonasia_Hazel Grouse",0.134860
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:26.00","00:01:29.00","Turdus philomelos_Song Thrush",0.106050
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:28.00","00:01:31.00","Regulus regulus_Goldcrest",0.107566
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:37.00","00:01:40.00","Scolopax rusticola_Eurasian Woodcock",0.408219
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:37.00","00:01:40.00","Muscicapa dauurica_Asian Brown Flycatcher",0.190313
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:38.00","00:01:41.00","Muscicapa dauurica_Asian Brown Flycatcher",0.210380
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:44.00","00:01:47.00","Cyornis tickelliae_Tickell's Blue Flycatcher",0.105556
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:46.00","00:01:49.00","Phoenicurus phoenicurus_Common Redstart",0.111423
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:46.00","00:01:49.00","Acrocephalus dumetorum_Blyth's Reed Warbler",0.108169
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:47.00","00:01:50.00","Turdus iliacus_Redwing",0.235868
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:51.00","00:01:54.00","Tringa ochropus_Green Sandpiper",0.309133
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:51.00","00:01:54.00","Milvus migrans_Black Kite",0.239972
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:51.00","00:01:54.00","Turdus philomelos_Song Thrush",0.106932
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:52.00","00:01:55.00","Corythopis delalandi_Southern Antpipit",0.105128
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:53.00","00:01:56.00","Clanga pomarina_Lesser Spotted Eagle",0.155070
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:54.00","00:01:57.00","Clanga pomarina_Lesser Spotted Eagle",0.552672
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:54.00","00:01:57.00","Ramphastos vitellinus_Channel-billed Toucan",0.429079
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:56.00","00:01:59.00","Erithacus rubecula_European Robin",0.252844
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:56.00","00:01:59.00","Scolopax rusticola_Eurasian Woodcock",0.105028
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:57.00","00:02:00.00","Scolopax rusticola_Eurasian Woodcock",0.220485
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:57.00","00:02:00.00","Tetrastes bonasia_Hazel Grouse",0.165812
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:57.00","00:02:00.00","Turdus philomelos_Song Thrush",0.155435
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:57.00","00:02:00.00","Erithacus rubecula_European Robin",0.116222
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:58.00","00:02:01.00","Scolopax rusticola_Eurasian Woodcock",0.194169
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:58.00","00:02:01.00","Tetrastes bonasia_Hazel Grouse",0.179531
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:59.00","00:02:02.00","Scolopax rusticola_Eurasian Woodcock",0.174633
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:59.00","00:02:02.00","Turdus philomelos_Song Thrush",0.164415
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:01:59.00","00:02:02.00","Turdus leucops_Pale-eyed Thrush",0.104200
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:00.00","00:02:03.00","Erithacus rubecula_European Robin",0.167070
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:00.00","00:02:03.00","Scolopax rusticola_Eurasian Woodcock",0.112370
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:00.00","00:02:03.00","Turdus philomelos_Song Thrush",0.107701
